,id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,sender,test
2377,740107287847665664,2016-06-07,09:05:02,GMT,624581659,OjylPoliti,Vi har lige fundet den sølvgrå Mercedes i True. Desværre har vi ikke fanget gerningsmændene endnu. Tak for alle henvendelser. #politidk,0,0,4,,['#politidk'],https://twitter.com/OjylPoliti/status/740107287847665664/,Jyl,False
2378,740099837773893632,2016-06-07,08:35:26,GMT,624581659,OjylPoliti,"Vi efterlyser en sølvgrå Mercedes stationcar ZT 43693, der for kort tid siden er kørt fra indbrud i Tilst. Henvendelser på 114. #politidk",0,0,3,,['#politidk'],https://twitter.com/OjylPoliti/status/740099837773893632/,Jyl,False
2379,740096836451635200,2016-06-07,08:23:30,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi tirsdag d. 7. juni #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-7-juni-167882?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/740096836451635200/,Jyl,False
2380,740069995015704576,2016-06-06,06:36:51,GMT,624581659,OjylPoliti,Færdselsuheld E45 sydgående før Hadsten: Bilerne fjernet til nødspor - vejen farbar og heldigvis ingen personskade. #politidk,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/740069995015704576/,Jyl,False
2381,740064453102850048,2016-06-06,06:14:50,GMT,624581659,OjylPoliti,Færdselsuheld E45 sydgående før Hadsten. 3 biler kørt sammen - politi og redning på stedet - vis hensyn. #politidk,0,1,2,,['#politidk'],https://twitter.com/OjylPoliti/status/740064453102850048/,Jyl,False
2382,739802661936074752,2016-06-06,12:54:34,GMT,624581659,OjylPoliti,Måske du kan genkende noget? #politidk https://twitter.com/NjylPoliti/status/739739440852131840 …,0,1,2,,['#politidk'],https://twitter.com/OjylPoliti/status/739802661936074752/,Jyl,False
2383,739762934050623488,2016-06-06,10:16:42,GMT,624581659,OjylPoliti,Fremstillet 41-årig mand sigtet for voldtægt og forsøg herpå og trusler blev fængslet i 4 uger.  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-mandag-d-6-juni-167739?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid … #politidk #anklager,0,0,4,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/739762934050623488/,Jyl,False
2384,739728761936044032,2016-06-06,08:00:54,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi mandag d. 6. juni #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-mandag-d-6-juni-167739?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,4,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/739728761936044032/,Jyl,False
2386,739072171050405889,2016-06-04,12:31:51,GMT,624581659,OjylPoliti,7-årige Mahmoud er fundet igen i god behold #politidk http://www.mynewsdesk.com/dk/ojylpoliti/news/7-aarige-mahmoud-er-fundet-igen-167643?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,3,8,,['#politidk'],https://twitter.com/OjylPoliti/status/739072171050405889/,Jyl,False
2387,739061545108398080,2016-06-04,11:49:38,GMT,624581659,OjylPoliti,Fremstillet 21 årig mand sigtet for databedrageri fængslet i fire uger. Den 31 årige løsladt - ingen kære #politidk #anklager,1,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/739061545108398080/,Jyl,False
2388,739060156366004224,2016-06-04,11:44:07,GMT,624581659,OjylPoliti,Østjyllands Politi bringer en efterlysning af 7-årige Mahmoud #politi.dk  http://www.mynewsdesk.com/dk/ojylpoliti/news/oestjyllands-politi-bringer-en-efterlysning-af-7-aarig-dreng-167641?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,2,2,,['#politi'],https://twitter.com/OjylPoliti/status/739060156366004224/,Jyl,False
2390,738987685428203520,2016-06-03,06:56:08,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi lørdag d. 4. juni #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-loerdag-d-4-juni-167634?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,1,5,,['#politidk'],https://twitter.com/OjylPoliti/status/738987685428203520/,Jyl,False
2391,738776590155403264,2016-06-03,16:57:19,GMT,624581659,OjylPoliti,@boel_line Desværre - kun ringklokker ligesom alle andre :-),0,0,2,,[],https://twitter.com/OjylPoliti/status/738776590155403264/,Jyl,False
2393,738696189751623680,2016-06-03,11:37:50,GMT,624581659,OjylPoliti,Den fremstillede 23-årige mand sigtet for røveri blev løsladt i retten #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-fredag-d-3-juni-167489?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/738696189751623680/,Jyl,False
2394,738675026275110912,2016-06-03,10:13:44,GMT,624581659,OjylPoliti,"Fremstilling kl. 12 i retten i Aarhus 23-årig mand, der er anholdt for røveri begået i går #anklager #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-fredag-d-3-juni-167489?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …",1,0,1,,"['#anklager', '#politidk']",https://twitter.com/OjylPoliti/status/738675026275110912/,Jyl,False
2396,738363841260728320,2016-06-02,13:37:12,GMT,624581659,OjylPoliti,"Helikopterlanding kl. 1542 i krydset, Nordre Ringgade - Nørrebrogade i Aarhus. Krydset afspærres kortvarigt. #politidk",0,5,3,,['#politidk'],https://twitter.com/OjylPoliti/status/738363841260728320/,Jyl,False
2397,738285549614731265,2016-06-02,08:26:06,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi torsdag d. 2. juni #anklager #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-torsdag-d-2-juni-167337?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,3,,"['#anklager', '#politidk']",https://twitter.com/OjylPoliti/status/738285549614731265/,Jyl,False
2398,737961340518682624,2016-06-01,10:57:48,GMT,624581659,OjylPoliti,De to fremstillede indbrudstyve blev varetægtsfængslet i fire uger til d. 29. juni 2016 #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-1-juni-167094?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/737961340518682624/,Jyl,False
2399,737921151020765185,2016-06-01,08:18:06,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi onsdag d. 1. juni #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-1-juni-167094?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/737921151020765185/,Jyl,False
2401,737592914801364993,2016-05-31,10:33:49,GMT,624581659,OjylPoliti,Fremstillet 34-årige kvinde sigtet for besiddelse af våben og narko blev fængslet i fire uger #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-31-maj-166891?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/737592914801364993/,Jyl,False
2402,737556774199267328,2016-05-31,08:10:12,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi tirsdag d. 31. maj #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-31-maj-166891?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/737556774199267328/,Jyl,False
2403,737200286884827136,2016-05-30,08:33:39,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi mandag d. 30. maj #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-mandag-d-30-maj-166690?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,3,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/737200286884827136/,Jyl,False
2405,736461249056235520,2016-05-28,07:36:59,GMT,624581659,OjylPoliti,Døgnrapport  d. 280516.  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-d-280516-166604?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,3,,[],https://twitter.com/OjylPoliti/status/736461249056235520/,Jyl,False
2406,736176813936775168,2016-05-27,12:46:44,GMT,624581659,OjylPoliti,Vær opmærksom på trafikomlægning i Aarhus ifm. #classicraceaarhus - se mere her:  http://www.craa.dk/wp-content/uploads/2015/10/Trafikoml%C3%A6gning-skilteplan-2016.pdf … #politidk pic.twitter.com/3P6PY98TDn,0,4,2,,"['#classicraceaarhus', '#politidk']",https://twitter.com/OjylPoliti/status/736176813936775168/,Jyl,False
2407,736160125908619264,2016-05-27,11:40:25,GMT,624581659,OjylPoliti,Vi er også til sidste skoledag i Botanisk Have i Aarhus. God dag til alle - pas på jer selv og hinanden #politidk pic.twitter.com/rGr43f4WyS,1,6,24,,['#politidk'],https://twitter.com/OjylPoliti/status/736160125908619264/,Jyl,False
2408,736151075338653697,2016-05-27,11:04:28,GMT,624581659,OjylPoliti,48-årig fremstillet blev varetægtsfængslet til d. 23. juni og hans hustru fængslet in absentia #politidk #anklager http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-fredag-d-27-maj-166471?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/736151075338653697/,Jyl,False
2411,735778440339558400,2016-05-26,10:23:44,GMT,624581659,OjylPoliti,24-årig mand sigtet for kval. vold og frihedsberøvelse blev fængslet til d. 20. juni #politidk #anklager http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-torsdag-den-26-maj-166208?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,3,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/735778440339558400/,Jyl,False
2412,735740063590420480,2016-05-26,07:51:15,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi torsdag den 26. maj med fremstillinger #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-torsdag-den-26-maj-166208?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/735740063590420480/,Jyl,False
2413,735449766469963776,2016-05-25,12:37:42,GMT,624581659,OjylPoliti,Fire fremstillede mænd sigtet for kval.vold og frihedsberøvelse alle fængslet til d. 20. juni #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-25-maj-166067?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,4,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/735449766469963776/,Jyl,False
2415,735370801898217472,2016-05-25,07:23:56,GMT,624581659,OjylPoliti,Hittegodskontoret på Aarhus Politigård holder lukket på fredag pga. flytning #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/pressreleases/hittegodskontoret-holder-lukket-fredag-pga-flytning-1417472?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/735370801898217472/,Jyl,False
2416,735030619856601088,2016-05-24,08:52:10,GMT,624581659,OjylPoliti,"IKEA Århus N holder brandøvelse og tester intern varsling og procedurer. Varehuset er evakueret, men det er kun en øvelse #politidk",0,1,2,,['#politidk'],https://twitter.com/OjylPoliti/status/735030619856601088/,Jyl,False
2417,735028325379387392,2016-05-24,08:43:03,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi tirsdag d. 24. maj #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-24-maj-165745?utm_medium=email&utm_source=sendgrid …,0,0,3,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/735028325379387392/,Jyl,False
2418,734692276115517441,2016-05-23,10:27:43,GMT,624581659,OjylPoliti,19-årig idømt fængsel i 1 år og 3 måneder for at true med at begå terrorhandlinger #anklager http://www.mynewsdesk.com/dk/ojylpoliti/pressreleases/19-aarig-doemt-for-at-true-med-terror-1414495?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,5,,['#anklager'],https://twitter.com/OjylPoliti/status/734692276115517441/,Jyl,False
2419,734674560696655872,2016-05-23,09:17:19,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi mandag d. 23 maj #anklager #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-mandag-d-12-maj-165508?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#anklager', '#politidk']",https://twitter.com/OjylPoliti/status/734674560696655872/,Jyl,False
2420,734673126626332672,2016-05-23,09:11:37,GMT,624581659,OjylPoliti,@FotografNyhuus Hov - sikke noget rod. Vi retter lige - tak :-),0,0,1,,[],https://twitter.com/OjylPoliti/status/734673126626332672/,Jyl,False
2421,734304580041887744,2016-05-22,08:47:09,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi søndag d. 22. maj 2016 http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-soendag-d-22-maj-2016-165400?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,1,1,3,,[],https://twitter.com/OjylPoliti/status/734304580041887744/,Jyl,False
2422,734286465161699328,2016-05-22,07:35:10,GMT,624581659,OjylPoliti,Målrettet færdselsindsats på Djursland.  http://www.mynewsdesk.com/dk/ojylpoliti/news/maalrettet-faerdselsindsats-paa-djursland-165399?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,5,,[],https://twitter.com/OjylPoliti/status/734286465161699328/,Jyl,False
2425,733917975946874880,2016-05-21,07:10:55,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi lørdag den 21. maj 2016  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-loerdag-den-21-maj-2016-165381?utm_medium=email&utm_source=sendgrid …,0,2,1,,[],https://twitter.com/OjylPoliti/status/733917975946874880/,Jyl,False
2426,733634301426860033,2016-05-20,12:23:42,GMT,624581659,OjylPoliti,34-årig dømt for forsøg på manddrab #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/pressreleases/34-aarig-doemt-for-forsoeg-paa-manddrab-1412810?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,3,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/733634301426860033/,Jyl,False
2427,733612738597949440,2016-05-20,10:58:01,GMT,624581659,OjylPoliti,Den 22-årige mand fremstillet i retten sigtet for to indbrud blev varetægtsfængslet i fire uger #politidk #anklager http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-fredag-d-20-maj-165188?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,4,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/733612738597949440/,Jyl,False
2429,733555574269317121,2016-05-20,07:10:52,GMT,624581659,OjylPoliti,Målrettet færdselskontrol på motorvejsnettet #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/pressreleases/maalrettet-faerdselskontrol-paa-motorvejsnettet-1411964?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,4,,['#politidk'],https://twitter.com/OjylPoliti/status/733555574269317121/,Jyl,False
2430,733551899983499269,2016-05-19,06:56:16,GMT,624581659,OjylPoliti,Fremstilling i retten i Randers i dag kl. 10 #anklager #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/fremstilling-i-retten-i-randers-i-dag-kl-10-165174?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#anklager', '#politidk']",https://twitter.com/OjylPoliti/status/733551899983499269/,Jyl,False
2431,733509051598798855,2016-05-19,04:06:00,GMT,624581659,OjylPoliti,"Hastighedskontrol i morgentrafikken på Silkeborgvej i Aarhus. 6 klip i kørekort og 2 betingede frakendelser, bl.a. 92 km/t. #politidk",0,1,7,,['#politidk'],https://twitter.com/OjylPoliti/status/733509051598798855/,Jyl,False
2432,733306261219991561,2016-05-19,14:40:11,GMT,624581659,OjylPoliti,Branden på Pilegårdsvej er slukket og brandvæsenet er færdig med slukningsarbejdet. #politidk,0,0,2,,['#politidk'],https://twitter.com/OjylPoliti/status/733306261219991561/,Jyl,False
2433,733291361743540224,2016-05-19,13:40:59,GMT,624581659,OjylPoliti,Trykflaskerne er fjernet og Skanderborgvej er åbnet igen. Brandfolkene er stadig i gang med slukning. Trafikken afvikles normalt #politidk,0,0,2,,['#politidk'],https://twitter.com/OjylPoliti/status/733291361743540224/,Jyl,False
2434,733277423131885568,2016-05-19,12:45:35,GMT,624581659,OjylPoliti,Skanderborgvej i Hasselager spærret pga brand på Pilegårdsvej. Gasflasker er eksploderet. Brand under kontrol. Info på P4 radio #politidk,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/733277423131885568/,Jyl,False
2436,732868208781340672,2016-05-18,09:39:31,GMT,624581659,OjylPoliti,"Fremstillet 22-årig sigtet for brugstyveri, vold mod tjenestemand etc., blev løsladt i retten. #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-18-maj-164747?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …",0,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/732868208781340672/,Jyl,False
2437,732844875964645377,2016-05-18,08:06:48,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi onsdag d. 18. maj #politidk #anlager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-18-maj-164747?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anlager']",https://twitter.com/OjylPoliti/status/732844875964645377/,Jyl,False
2438,732831618117840896,2016-05-18,07:14:07,GMT,624581659,OjylPoliti,Fremstilling i dag kl. 09.30 #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/fremstilling-i-dag-kl-09-30-164745?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,4,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/732831618117840896/,Jyl,False
2439,732597092611395584,2016-05-17,15:42:12,GMT,624581659,OjylPoliti,"MTV E45 1. vognbane ved Ødum - Aarhus N i sydgående retning spærres i ca. 1/2 time, idet der skal bjærges en lastbil. #politidk",0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/732597092611395584/,Jyl,False
2440,732560533384253441,2016-05-17,13:16:56,GMT,624581659,OjylPoliti,I forbindelse med bankrøveri på i Sparekassen Kronjylland i Øster Tørslev kl. 1451 efterlyses en VW-Polo grå. Vidner kan kontakte 114.,0,4,2,,[],https://twitter.com/OjylPoliti/status/732560533384253441/,Jyl,False
2441,732544775677607937,2016-05-17,12:14:19,GMT,624581659,OjylPoliti,Den fremstillede 19-årige mand- sigtet for kvalificeret vold -blev fængslet til d. 9. juni #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-17-maj-164509?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/732544775677607937/,Jyl,False
2442,732482707087708166,2016-05-17,08:07:40,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi tirsdag d. 17. maj #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-tirsdag-d-17-maj-164509?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/732482707087708166/,Jyl,False
2443,732105541397450752,2016-05-16,07:08:57,GMT,624581659,OjylPoliti,Døgnrapport for Østjyllands Politi mandag d. 16. maj 2016. Ingen planlagte grundlovsforhør #politidk  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-for-oestjyllands-politi-mandag-d-16-maj-2016-164291?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/732105541397450752/,Jyl,False
2445,731372204647157761,2016-05-13,06:34:56,GMT,624581659,OjylPoliti,Døgnrapport for Østjyllands Politi lørdag d. 14. maj 2016. Ingen planlagte grundlovsforhør. #politidk http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-for-oestjyllands-politi-loerdag-d-14-maj-2016-164210?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,1,,['#politidk'],https://twitter.com/OjylPoliti/status/731372204647157761/,Jyl,False
2448,731032754259931137,2016-05-13,08:06:05,GMT,624581659,OjylPoliti,Stolen kan muligvis være stjålet i Østjylland - kan det være din? Så kontakt politiet på 114 #politidk https://twitter.com/NjylPoliti/status/731030697356500992 …,0,0,0,,['#politidk'],https://twitter.com/OjylPoliti/status/731032754259931137/,Jyl,False
2449,731032376793571329,2016-05-13,08:04:35,GMT,624581659,OjylPoliti,"Der er også ledige stillinger i Østjylland, hvis du har lyst til at blive kollega med os :-) #politidk https://twitter.com/Rigspoliti/status/731028483409911808 …",0,0,4,,['#politidk'],https://twitter.com/OjylPoliti/status/731032376793571329/,Jyl,False
2450,730827184466743300,2016-05-12,18:29:13,GMT,624581659,OjylPoliti,85 overtrædelser af færdselsloven og en tophastighed på 268 km/t på motorcykel - filmet af føreren selv… #politidk https://twitter.com/hagstrup/status/730825372179308544 …,3,0,5,,['#politidk'],https://twitter.com/OjylPoliti/status/730827184466743300/,Jyl,False
2452,730792401799909378,2016-05-12,16:11:00,GMT,624581659,OjylPoliti,Velkommen Brøndby-fans til et solbeskinnet Randers. God kamp #politidk pic.twitter.com/lMjpdJ9w51,0,2,6,,['#politidk'],https://twitter.com/OjylPoliti/status/730792401799909378/,Jyl,False
2453,730711506023796737,2016-05-12,10:49:33,GMT,624581659,OjylPoliti,"@schou29 Da der er indført midlertidig grænsekontrol, er det nok en meget god idé at have et pas med.",1,0,0,,[],https://twitter.com/OjylPoliti/status/730711506023796737/,Jyl,False
2454,730705551466856449,2016-05-12,10:25:53,GMT,624581659,OjylPoliti,Fremstillet 24-årige mand sigtet for kvalificeret vold og voldtægt blev fængslet i fire uger #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-torsdag-d-12-maj-163854?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,2,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/730705551466856449/,Jyl,False
2455,730692150715928576,2016-05-12,09:32:38,GMT,624581659,OjylPoliti,Fremstlling i retten i Randers kl. 13.00 #politi.dk #anklager http://www.mynewsdesk.com/dk/ojylpoliti/news/fremstlling-i-retten-i-randers-kl-13-00-163890?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,0,1,,"['#politi', '#anklager']",https://twitter.com/OjylPoliti/status/730692150715928576/,Jyl,False
2456,730682023619231744,2016-05-12,08:52:24,GMT,624581659,OjylPoliti,Døgnrapport fra Østjyllands Politi torsdag d. 12. maj #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-torsdag-d-12-maj-163854?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,1,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/730682023619231744/,Jyl,False
2457,730657343487258624,2016-05-12,07:14:20,GMT,624581659,OjylPoliti,Fremstilling i grundlovsforhør #politidk #anklager  http://www.mynewsdesk.com/dk/ojylpoliti/news/fremstilling-i-grundlovsforhoer-163851?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politidk', '#anklager']",https://twitter.com/OjylPoliti/status/730657343487258624/,Jyl,False
2458,730639693931532288,2016-05-11,06:04:12,GMT,624581659,OjylPoliti,"@MariaBoegelund Det giver nok bedst mening, at du kontakter politiskolen, hvis du har spørgsmål om undervisningen der.",1,0,0,,[],https://twitter.com/OjylPoliti/status/730639693931532288/,Jyl,False
2459,730443059998134272,2016-05-11,17:02:51,GMT,624581659,OjylPoliti,Kig forbi Aarhus Politigård på tirsdag kl. 19 og bliv klogere på politiuddannelsen (husk tilmelding) #politidk https://twitter.com/Rigspoliti/status/730435600717905920 …,0,2,3,,['#politidk'],https://twitter.com/OjylPoliti/status/730443059998134272/,Jyl,False
2460,730439518432702464,2016-05-11,16:48:46,GMT,624581659,OjylPoliti,"Gårsdagens 27 ""hilsner"" til utilpassede unge bilister i Mindeparken virkede -  kun 7 sager i dag. Vi fortsætter indsatsen!!!  #politidk",0,0,26,,['#politidk'],https://twitter.com/OjylPoliti/status/730439518432702464/,Jyl,False
2461,730406168531750913,2016-05-11,14:36:15,GMT,624581659,OjylPoliti,"Færdselsuheld på E45 mod nord ved Trige: Begge vognbaner er igen åbne, men der arbejdes i nødsporet. Stadig lang kø. #politidk",0,1,1,,['#politidk'],https://twitter.com/OjylPoliti/status/730406168531750913/,Jyl,False
2462,730399434383732736,2016-05-11,14:09:29,GMT,624581659,OjylPoliti,Motorvej E45 nordgående ved Trige: 4 biler impliceret - 4 lettere tilskadekomne. Meget lang kø - benyt Randersvej mod nord. #politidk,0,1,0,,['#politidk'],https://twitter.com/OjylPoliti/status/730399434383732736/,Jyl,False
2463,730395349089718272,2016-05-11,13:53:15,GMT,624581659,OjylPoliti,Bliver det mon rigtig sommer i år? Ja! For vi er igen hoppet op på cyklerne i korte bukser! #politidk #sommeriAarhus pic.twitter.com/iJ5V0wXKgg,3,1,25,,"['#politidk', '#sommeriAarhus']",https://twitter.com/OjylPoliti/status/730395349089718272/,Jyl,False
2464,730391935601496064,2016-05-11,13:39:42,GMT,624581659,OjylPoliti,Færdselsuheld E45 mod nord ved Trige. 3 biler holder i 2. vognbane.  Større materiel skade. Politi og redning på vej - vis hensyn. #politidk,0,1,0,,['#politidk'],https://twitter.com/OjylPoliti/status/730391935601496064/,Jyl,False
2465,730362649700147200,2016-05-11,11:43:19,GMT,624581659,OjylPoliti,Tre mænd fremstillet for besiddelse af skarpladt våben varetægtsfængslet i fire uger til d. 7.juni #politi #anklager http://www.mynewsdesk.com/dk/ojylpoliti/news/doegnrapport-fra-oestjyllands-politi-onsdag-d-11-maj-163673?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,0,2,,"['#politi', '#anklager']",https://twitter.com/OjylPoliti/status/730362649700147200/,Jyl,False
